id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TmWin%,score2
webstma01,Marvin Webster,1976,1987,215.9,102.05828325,28.0,1981,NYK,NBA,C,82,0.0,20.8,1.9,4.2,0.466,0.0,0.0,0.25,1.9,4.1,0.469,0.468,1.3,2.0,0.638,2.0,3.7,5.7,0.9,0.3,1.2,1.3,2.3,5.2,61.0,5.285042801094851
webstma01,Marvin Webster,1976,1987,215.9,102.05828325,30.0,1983,NYK,NBA,C,82,0.0,18.0,2.0,4.0,0.508,0.0,0.0,0.0,2.0,4.0,0.509,0.508,1.3,2.2,0.589,2.1,3.3,5.4,0.6,0.4,1.6,1.2,2.6,5.4,53.7,5.239078331032541
webstma01,Marvin Webster,1976,1987,215.9,102.05828325,31.0,1984,NYK,NBA,C,76,5.0,17.0,1.5,3.1,0.469,0.0,0.0,0.0,1.5,3.1,0.469,0.469,0.9,1.5,0.564,1.9,2.9,4.8,0.7,0.4,1.3,1.1,2.5,3.8,57.3,4.249256564725963
webstma02,Martell Webster,2006,2015,200.66,104.32624510000001,21.0,2008,POR,NBA,SF,75,70.0,28.4,3.7,8.7,0.422,1.6,4.2,0.388,2.1,4.5,0.454,0.516,1.6,2.2,0.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1,10.7,50.0,7.32698527760165
webstma02,Martell Webster,2006,2015,200.66,104.32624510000001,23.0,2010,POR,NBA,SF,82,49.0,24.5,3.2,7.8,0.405,1.5,4.0,0.373,1.6,3.7,0.44,0.502,1.5,1.9,0.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,61.0,6.225213669357035
webstma02,Martell Webster,2006,2015,200.66,104.32624510000001,27.0,2014,WAS,NBA,SF,78,13.0,27.7,3.3,7.5,0.433,1.9,4.8,0.392,1.4,2.8,0.502,0.557,1.3,1.6,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7,53.7,6.897174056625442
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,26.0,1979,KCK,NBA,SF,73,0.0,34.2,7.7,14.4,0.534,0.0,0.0,0.0,7.7,14.4,0.534,0.534,3.0,3.7,0.797,1.8,3.4,5.3,2.0,1.0,0.4,1.5,3.3,18.3,58.5,14.393607729783726
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,27.0,1980,KCK,NBA,SF,68,0.0,34.5,8.4,16.4,0.512,0.1,0.3,0.318,8.3,16.0,0.516,0.515,2.1,2.7,0.801,1.7,4.0,5.7,2.1,1.2,0.7,1.6,3.4,19.0,57.3,14.464313024573604
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,28.0,1981,KCK,NBA,SF,81,0.0,35.8,8.5,17.7,0.477,0.3,1.0,0.325,8.1,16.8,0.485,0.485,1.7,2.5,0.686,1.6,3.8,5.3,2.8,1.2,0.6,2.0,3.6,19.0,48.8,13.878212419476831
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,30.0,1983,TOT,NBA,SF,75,35.0,23.9,5.0,10.5,0.475,0.1,0.4,0.313,4.9,10.1,0.481,0.481,1.1,1.4,0.794,1.3,2.5,3.8,1.6,0.6,0.2,1.7,3.0,11.2,48.0,8.222196134684305
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,31.0,1984,BOS,NBA,SF,68,5.0,13.5,2.2,4.9,0.444,0.0,0.2,0.154,2.1,4.7,0.456,0.447,0.4,0.5,0.829,0.6,1.4,2.0,1.0,0.4,0.1,0.6,1.6,4.8,75.6,3.923394978022516
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,32.0,1985,BOS,NBA,SF,78,5.0,14.4,2.8,5.9,0.478,0.2,0.4,0.5,2.6,5.5,0.477,0.497,0.5,0.7,0.764,0.7,1.3,2.0,1.2,0.3,0.1,0.6,1.4,6.4,76.8,5.020679570992107
wedmasc01,Scott Wedman,1975,1987,200.66,97.52235955,33.0,1986,BOS,NBA,SF,79,19.0,17.7,3.6,7.7,0.473,0.2,0.6,0.354,3.4,7.1,0.483,0.487,0.6,0.9,0.662,0.8,1.6,2.4,1.1,0.5,0.3,0.7,1.6,8.0,81.69999999999999,5.85882844385502
weemsso01,Sonny Weems,2009,2016,198.12,92.98643585,23.0,2010,TOR,NBA,SG,69,19.0,19.8,3.4,6.6,0.515,0.0,0.2,0.133,3.4,6.4,0.528,0.517,0.6,0.9,0.688,0.6,2.2,2.8,1.5,0.6,0.4,0.9,1.8,7.5,48.8,6.460412511121742
weemsso01,Sonny Weems,2009,2016,198.12,92.98643585,29.0,2016,TOT,NBA,"SF,SG",43,0.0,11.6,1.0,2.6,0.382,0.3,1.0,0.366,0.6,1.6,0.391,0.45,0.2,0.3,0.533,0.2,1.1,1.2,1.1,0.2,0.0,1.0,1.1,2.5,48.0,2.121733178852547
welpch01,Chris Welp,1988,1990,213.36,111.13013065000001,25.0,1989,PHI,NBA,C,72,0.0,11.7,1.4,3.1,0.446,0.0,0.0,0.0,1.4,3.1,0.448,0.446,0.7,1.0,0.658,0.8,1.9,2.7,0.4,0.3,0.6,0.6,2.4,3.4,56.10000000000001,3.1284664417496253
welscji01,Jiří Welsch,2003,2006,200.66,94.34721296000001,25.0,2005,TOT,NBA,"SF,SG",71,32.0,18.5,2.1,5.2,0.402,0.5,1.5,0.309,1.6,3.7,0.441,0.447,1.8,2.4,0.763,0.4,2.0,2.4,1.5,0.6,0.1,1.0,1.7,6.5,48.0,5.4588741205602265
welscji01,Jiří Welsch,2003,2006,200.66,94.34721296000001,26.0,2006,MIL,NBA,SF,58,2.0,14.9,1.5,3.8,0.387,0.2,0.8,0.286,1.2,3.0,0.416,0.419,1.1,1.5,0.747,0.4,1.5,1.9,1.1,0.6,0.0,0.7,1.1,4.3,48.8,3.748381260479092
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,23.0,2000,POR,NBA,SF,66,0.0,17.6,3.6,7.3,0.492,0.3,0.8,0.377,3.3,6.5,0.506,0.513,1.3,2.0,0.682,1.2,1.6,2.8,1.5,1.0,0.2,1.5,2.3,8.8,72.0,6.970100987484792
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,24.0,2001,POR,NBA,SF,75,46.0,26.6,5.2,9.7,0.533,0.2,0.7,0.34,4.9,9.0,0.547,0.545,2.1,3.2,0.663,1.6,3.3,4.9,2.8,1.3,0.3,2.3,2.7,12.7,61.0,11.221072439344649
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,25.0,2002,POR,NBA,SG,74,69.0,31.7,6.6,14.0,0.469,0.9,2.3,0.384,5.7,11.7,0.486,0.5,2.9,3.9,0.741,1.6,4.4,6.0,2.8,1.5,0.3,2.6,2.8,17.0,59.8,13.271000636710465
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,26.0,2003,POR,NBA,SG,75,65.0,31.9,5.8,13.2,0.441,0.5,1.7,0.292,5.3,11.5,0.464,0.461,3.0,4.2,0.722,1.3,3.9,5.3,3.3,1.6,0.2,2.9,2.9,15.2,61.0,12.211320186220616
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,27.0,2004,TOT,NBA,SG,72,27.0,26.0,5.0,11.8,0.427,0.3,1.0,0.319,4.7,10.8,0.437,0.44,1.9,2.5,0.754,1.1,2.5,3.6,1.9,1.3,0.3,2.2,2.7,12.3,48.0,8.712423456887901
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,28.0,2005,MEM,NBA,SG,69,19.0,21.6,3.9,8.9,0.441,0.5,1.5,0.346,3.4,7.4,0.46,0.47,2.0,2.7,0.75,0.7,2.6,3.3,1.2,1.2,0.4,1.3,2.4,10.4,54.900000000000006,7.535979607810659
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,29.0,2006,SAC,NBA,SG,52,41.0,32.4,5.5,11.8,0.463,0.2,0.9,0.222,5.3,10.9,0.482,0.471,2.5,3.7,0.679,2.7,5.0,7.7,2.8,1.8,0.5,2.4,3.0,13.6,53.7,12.415487674074924
wellsbo01,Bonzi Wells,1999,2008,195.57999999999998,95.2543977,31.0,2008,TOT,NBA,SG,73,7.0,21.4,3.5,7.8,0.443,0.2,0.7,0.24,3.3,7.1,0.462,0.453,2.0,3.1,0.643,1.2,3.4,4.5,1.3,1.0,0.4,1.4,2.2,9.1,48.0,7.2911487836436875
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,22.0,1986,DAL,NBA,C,56,3.0,10.0,1.3,2.7,0.471,0.0,0.1,0.0,1.3,2.7,0.483,0.471,0.8,1.1,0.726,0.6,1.8,2.4,0.4,0.2,0.4,0.4,1.5,3.4,53.7,3.1476140153799794
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,23.0,1987,DAL,NBA,C,58,0.0,9.7,1.0,2.3,0.424,0.0,0.0,0.0,1.0,2.2,0.431,0.424,0.8,1.0,0.75,0.9,1.3,2.2,0.4,0.2,0.2,0.7,1.6,2.7,67.10000000000001,2.575056222230735
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,26.0,1990,DAL,NBA,C,60,2.0,13.6,1.8,3.9,0.449,0.0,0.1,0.0,1.8,3.8,0.457,0.449,1.0,1.3,0.8,1.1,2.2,3.3,0.7,0.3,0.4,0.8,2.4,4.5,57.3,4.164425035306183
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,30.0,1994,CHI,NBA,C,76,0.0,18.0,3.1,6.3,0.488,0.0,0.0,0.0,3.1,6.3,0.49,0.488,0.9,1.2,0.818,1.5,3.1,4.6,0.9,0.6,0.4,1.0,2.8,7.1,67.10000000000001,6.198810981250262
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,31.0,1995,CHI,NBA,C,73,1.0,13.1,2.1,4.3,0.492,0.0,0.1,0.0,2.1,4.3,0.498,0.492,0.7,0.9,0.81,0.9,1.7,2.6,0.5,0.3,0.2,0.5,2.7,5.0,57.3,4.035064545402425
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,32.0,1996,CHI,NBA,C,71,20.0,15.0,2.4,4.8,0.493,0.0,0.0,1.0,2.4,4.8,0.491,0.494,0.5,0.6,0.86,0.8,1.6,2.5,0.6,0.3,0.2,0.5,2.4,5.3,87.8,4.197459306094747
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,33.0,1997,CHI,NBA,C,61,19.0,12.8,1.9,3.9,0.498,0.0,0.0,0.0,1.9,3.9,0.502,0.498,0.7,0.9,0.83,0.8,1.4,2.1,0.7,0.2,0.2,0.5,2.2,4.6,84.1,3.899687463940884
wennibi01,Bill Wennington,1986,2000,213.36,111.13013065000001,34.0,1998,CHI,NBA,C,48,8.0,9.7,1.6,3.6,0.436,0.0,0.0,0.0,1.6,3.6,0.436,0.436,0.4,0.4,0.81,0.7,1.0,1.7,0.4,0.1,0.1,0.3,1.6,3.5,75.6,2.7829119017968513
wesleda01,David Wesley,1994,2007,182.88,86.1825503,23.0,1994,NJN,NBA,PG,60,0.0,9.0,1.1,2.9,0.368,0.2,0.8,0.234,0.9,2.1,0.417,0.399,0.7,0.9,0.83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1,54.900000000000006,3.869731940652004
wesleda01,David Wesley,1994,2007,182.88,86.1825503,27.0,1998,CHH,NBA,PG,81,81.0,35.1,4.7,10.7,0.443,0.7,2.1,0.347,4.0,8.6,0.467,0.477,2.8,3.6,0.795,0.6,2.0,2.6,6.5,1.7,0.4,2.8,2.8,13.0,62.2,14.081261036697391
wesleda01,David Wesley,1994,2007,182.88,86.1825503,28.0,1999,CHH,NBA,PG,50,50.0,37.0,4.9,10.9,0.446,1.2,3.4,0.359,3.6,7.5,0.485,0.502,3.2,3.8,0.832,0.5,2.8,3.2,6.4,2.0,0.2,2.8,2.6,14.1,52.0,15.03385265515393
wesleda01,David Wesley,1994,2007,182.88,86.1825503,29.0,2000,CHH,NBA,PG,82,82.0,33.7,5.0,11.6,0.426,1.1,3.0,0.355,3.9,8.6,0.451,0.472,2.6,3.4,0.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,2.3,13.6,59.8,13.37164768586458
wesleda01,David Wesley,1994,2007,182.88,86.1825503,30.0,2001,CHH,NBA,SG,82,82.0,37.9,6.4,15.1,0.422,1.2,3.1,0.376,5.2,12.0,0.434,0.461,3.3,4.1,0.799,0.8,2.0,2.7,4.4,1.6,0.2,2.1,2.7,17.2,56.10000000000001,13.973931897373424
wesleda01,David Wesley,1994,2007,182.88,86.1825503,31.0,2002,CHH,NBA,SG,67,63.0,37.1,5.4,13.6,0.4,1.3,3.8,0.332,4.2,9.8,0.427,0.447,2.1,2.8,0.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,2.2,14.2,53.7,10.637739695915181
wesleda01,David Wesley,1994,2007,182.88,86.1825503,32.0,2003,NOH,NBA,SG,73,73.0,37.1,6.2,14.2,0.433,1.8,4.3,0.424,4.3,9.9,0.437,0.498,2.5,3.2,0.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7,57.3,12.312265175853009
wesleda01,David Wesley,1994,2007,182.88,86.1825503,33.0,2004,NOH,NBA,SG,61,60.0,32.8,5.1,13.1,0.389,1.5,4.7,0.323,3.6,8.4,0.425,0.446,2.2,3.0,0.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,2.4,14.0,50.0,9.85483275720841
wesleda01,David Wesley,1994,2007,182.88,86.1825503,34.0,2005,TOT,NBA,SG,80,79.0,34.7,4.2,10.5,0.398,1.5,3.9,0.375,2.7,6.6,0.411,0.468,2.0,2.4,0.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.9,48.0,10.0256787733148
westde01,Delonte West,2005,2012,193.04,81.6466266,24.0,2008,TOT,NBA,PG,61,31.0,25.1,3.2,7.8,0.413,0.8,2.2,0.356,2.4,5.6,0.435,0.463,1.1,1.5,0.736,0.5,2.7,3.2,3.8,1.0,0.5,1.9,1.7,8.3,48.0,8.519362563599406
westde01,Delonte West,2005,2012,193.04,81.6466266,25.0,2009,CLE,NBA,SG,64,64.0,33.6,4.5,9.8,0.457,1.4,3.6,0.399,3.0,6.2,0.49,0.53,1.4,1.7,0.833,0.5,2.7,3.2,3.5,1.5,0.2,1.4,2.0,11.7,80.5,10.651149476332373
westde01,Delonte West,2005,2012,193.04,81.6466266,26.0,2010,CLE,NBA,SG,60,3.0,25.0,3.2,7.3,0.445,0.4,1.3,0.325,2.8,6.0,0.471,0.474,1.9,2.4,0.81,0.5,2.3,2.8,3.3,0.9,0.5,1.5,1.4,8.8,74.4,8.820079115073757
westde01,Delonte West,2005,2012,193.04,81.6466266,28.0,2012,DAL,NBA,PG,44,33.0,24.1,3.8,8.2,0.461,0.6,1.7,0.355,3.2,6.5,0.489,0.499,1.4,1.6,0.886,0.3,2.0,2.3,3.2,1.3,0.3,1.7,1.5,9.6,54.50000000000001,9.036326811359322
westdo01,Doug West,1990,2001,198.12,90.718474,29.0,1997,MIN,NBA,SG,68,66.0,28.2,3.3,7.1,0.467,0.2,0.7,0.333,3.1,6.5,0.481,0.482,0.9,1.4,0.681,0.5,1.6,2.2,1.7,0.9,0.4,1.0,3.2,7.8,48.8,6.337570106445012
westma02,Mario West,2008,2011,195.57999999999998,95.2543977,24.0,2009,ATL,NBA,SG,53,3.0,5.1,0.3,0.6,0.412,0.0,0.0,1.0,0.2,0.6,0.394,0.426,0.3,0.6,0.467,0.5,0.6,1.1,0.4,0.3,0.1,0.2,0.7,0.8,57.3,1.2967907997091332
westda01,David West,2004,2018,205.74,113.3980925,23.0,2004,NOH,NBA,PF,71,1.0,13.1,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.2,0.478,0.474,0.8,1.1,0.713,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1.6,3.8,50.0,4.2342078799550125
westda01,David West,2004,2018,205.74,113.3980925,27.0,2008,NOH,NBA,PF,76,76.0,37.8,8.3,17.2,0.482,0.1,0.3,0.24,8.2,16.8,0.487,0.484,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,68.30000000000001,16.391319002956905
westda01,David West,2004,2018,205.74,113.3980925,28.0,2009,NOH,NBA,PF,76,76.0,39.2,8.0,17.0,0.472,0.1,0.3,0.24,7.9,16.7,0.477,0.474,4.8,5.5,0.884,2.1,6.4,8.5,2.3,0.6,0.9,2.1,2.7,21.0,59.8,16.593868555340443
westda01,David West,2004,2018,205.74,113.3980925,30.0,2011,NOH,NBA,PF,70,70.0,35.0,7.5,14.9,0.508,0.0,0.1,0.222,7.5,14.7,0.51,0.509,3.8,4.7,0.807,2.2,5.3,7.6,2.3,1.0,0.9,2.0,2.9,18.9,56.10000000000001,15.408815346352812
westda01,David West,2004,2018,205.74,113.3980925,31.0,2012,IND,NBA,PF,66,66.0,29.2,5.3,10.8,0.487,0.0,0.1,0.222,5.3,10.7,0.491,0.489,2.2,2.7,0.807,1.8,4.8,6.6,2.1,0.8,0.7,1.4,2.4,12.8,63.6,11.292054519131494
westda01,David West,2004,2018,205.74,113.3980925,32.0,2013,IND,NBA,PF,73,73.0,33.4,6.9,13.8,0.498,0.1,0.3,0.211,6.8,13.6,0.503,0.5,3.3,4.3,0.768,2.0,5.7,7.7,2.9,1.0,0.9,2.2,2.0,17.1,60.5,14.714136089784848
westda01,David West,2004,2018,205.74,113.3980925,33.0,2014,IND,NBA,PF,80,80.0,30.9,5.7,11.7,0.488,0.1,0.2,0.267,5.7,11.6,0.491,0.49,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14.0,68.30000000000001,12.625938633450474
westda01,David West,2004,2018,205.74,113.3980925,35.0,2016,SAS,NBA,PF,78,19.0,18.0,3.1,5.7,0.545,0.0,0.1,0.429,3.1,5.7,0.546,0.548,0.8,1.0,0.788,0.9,3.0,4.0,1.8,0.6,0.7,0.9,1.8,7.1,81.69999999999999,7.218082876211854
westda01,David West,2004,2018,205.74,113.3980925,36.0,2017,GSW,NBA,C,68,0.0,12.6,2.0,3.7,0.536,0.0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.8,0.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,1.5,4.6,81.69999999999999,5.756722817730169
westda01,David West,2004,2018,205.74,113.3980925,37.0,2018,GSW,NBA,C,73,0.0,13.7,3.0,5.2,0.571,0.0,0.1,0.375,2.9,5.1,0.576,0.575,0.8,1.1,0.759,0.9,2.4,3.3,1.9,0.6,1.0,1.1,1.6,6.8,70.7,7.033328973013049
westma01,Mark West,1984,2000,208.28,104.32624510000001,24.0,1985,TOT,NBA,C,66,25.0,13.5,1.6,2.9,0.546,0.0,0.0,0.0,1.6,2.9,0.549,0.546,0.7,1.3,0.494,1.4,2.4,3.8,0.2,0.2,0.7,0.9,3.0,3.9,48.0,3.7530246366679654
westma01,Mark West,1984,2000,208.28,104.32624510000001,27.0,1988,TOT,NBA,C,83,41.0,25.3,3.8,6.9,0.551,0.0,0.0,0.0,3.8,6.9,0.552,0.551,2.0,3.4,0.596,2.0,4.3,6.3,0.9,0.6,1.8,2.1,3.2,9.7,48.0,8.101033779898396
westma01,Mark West,1984,2000,208.28,104.32624510000001,28.0,1989,PHO,NBA,C,82,32.0,24.6,3.0,4.5,0.653,0.0,0.0,0.0,3.0,4.5,0.653,0.653,1.3,2.5,0.535,2.0,4.7,6.7,0.5,0.4,2.3,1.3,3.3,7.2,67.10000000000001,7.391865438526655
westma01,Mark West,1984,2000,208.28,104.32624510000001,29.0,1990,PHO,NBA,C,82,79.0,29.3,4.0,6.5,0.625,0.0,0.0,0.0,4.0,6.5,0.625,0.625,2.4,3.5,0.691,2.6,6.3,8.9,0.5,0.4,2.2,1.5,3.4,10.5,65.9,10.06508206941007
westma01,Mark West,1984,2000,208.28,104.32624510000001,30.0,1991,PHO,NBA,C,82,64.0,23.9,3.0,4.7,0.647,0.0,0.0,0.0,3.0,4.7,0.647,0.647,1.6,2.5,0.655,2.1,4.8,6.9,0.5,0.4,2.0,1.0,3.2,7.7,67.10000000000001,7.874621469068828
westma01,Mark West,1984,2000,208.28,104.32624510000001,31.0,1992,PHO,NBA,C,82,11.0,17.5,2.4,3.8,0.632,0.0,0.0,0.0,2.4,3.8,0.632,0.632,1.3,2.1,0.637,1.6,2.9,4.5,0.3,0.2,1.0,1.0,2.9,6.1,64.60000000000001,5.752601965073154
westma01,Mark West,1984,2000,208.28,104.32624510000001,32.0,1993,PHO,NBA,C,82,82.0,19.0,2.1,3.5,0.614,0.0,0.0,0.0,2.1,3.5,0.614,0.614,1.0,2.0,0.518,1.9,3.7,5.6,0.4,0.2,1.3,1.1,3.0,5.3,75.6,5.3617700590753525
westma01,Mark West,1984,2000,208.28,104.32624510000001,33.0,1994,PHO,NBA,C,82,50.0,15.1,2.0,3.5,0.566,0.0,0.0,0.0,2.0,3.5,0.566,0.566,0.7,1.4,0.5,1.4,2.2,3.6,0.4,0.4,1.3,0.9,2.6,4.7,68.30000000000001,4.401542209179404
westma01,Mark West,1984,2000,208.28,104.32624510000001,35.0,1996,DET,NBA,C,47,21.0,14.5,1.3,2.7,0.484,0.0,0.0,0.0,1.3,2.7,0.484,0.484,0.6,1.0,0.622,1.0,1.8,2.8,0.1,0.1,0.8,0.7,2.9,3.2,56.10000000000001,2.9937718820611554
westma01,Mark West,1984,2000,208.28,104.32624510000001,36.0,1997,CLE,NBA,C,70,43.0,13.7,1.4,2.6,0.556,0.0,0.0,0.0,1.4,2.6,0.556,0.556,0.4,0.8,0.482,1.0,1.7,2.7,0.3,0.2,0.8,0.7,2.0,3.2,51.2,3.128979429550739
westma01,Mark West,1984,2000,208.28,104.32624510000001,38.0,1999,ATL,NBA,C,49,0.0,10.2,0.4,1.2,0.373,0.0,0.0,0.0,0.4,1.2,0.373,0.373,0.3,0.9,0.356,1.0,1.6,2.6,0.3,0.1,0.4,0.3,1.7,1.2,62.0,1.8309455447818523
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,21.0,2010,OKC,NBA,PG,82,82.0,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4.0,5.1,0.78,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,61.0,17.610706781144486
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,22.0,2011,OKC,NBA,PG,82,82.0,34.7,7.5,17.0,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,67.10000000000001,21.783128436806923
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,23.0,2012,OKC,NBA,PG,66,66.0,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,71.2,19.285821622437357
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,24.0,2013,OKC,NBA,PG,82,82.0,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,73.2,21.235460766961218
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,25.0,2014,OKC,NBA,PG,46,46.0,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6.0,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,72.0,20.006003861786784
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,26.0,2015,OKC,NBA,PG,67,67.0,34.4,9.4,22.0,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,54.900000000000006,25.95863697428642
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,27.0,2016,OKC,NBA,PG,80,80.0,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5,67.10000000000001,25.524681694020565
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,28.0,2017,OKC,NBA,PG,81,81.0,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,57.3,29.953666528578154
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,29.0,2018,OKC,NBA,PG,80,80.0,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,58.5,25.937313771151555
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,30.0,2019,OKC,NBA,PG,73,73.0,36.0,8.6,20.2,0.428,1.6,5.6,0.29,7.0,14.5,0.481,0.468,4.1,6.2,0.656,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,59.8,24.699580272304313
westbru01,Russell Westbrook,2009,2022,190.5,90.718474,31.0,2020,HOU,NBA,PG,57,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,61.1,23.382887371672787
westppa01,Paul Westphal,1973,1984,193.04,88.45051215000001,27.0,1978,PHO,NBA,SG,80,0.0,31.0,10.1,19.6,0.516,0.0,0.0,0.0,10.1,19.6,0.516,0.516,5.0,6.1,0.813,0.5,1.5,2.1,5.5,1.7,0.4,3.5,2.0,25.2,59.8,20.271676022090315
westppa01,Paul Westphal,1973,1984,193.04,88.45051215000001,28.0,1979,PHO,NBA,SG,81,0.0,32.6,9.9,18.5,0.535,0.0,0.0,0.0,9.9,18.5,0.535,0.535,4.2,5.0,0.837,0.4,1.5,2.0,6.5,1.4,0.3,2.9,2.0,24.0,61.0,21.054954377700213
westppa01,Paul Westphal,1973,1984,193.04,88.45051215000001,29.0,1980,PHO,NBA,SG,82,0.0,32.5,8.4,16.1,0.525,0.3,1.1,0.28,8.1,14.9,0.544,0.535,4.7,5.4,0.862,0.6,1.7,2.3,5.1,1.5,0.4,2.5,2.0,21.9,67.10000000000001,18.958114182146918
westppa01,Paul Westphal,1973,1984,193.04,88.45051215000001,32.0,1983,NYK,NBA,SG,80,59.0,24.7,4.0,8.7,0.459,0.2,0.6,0.292,3.8,8.1,0.471,0.469,1.9,2.3,0.804,0.2,1.2,1.4,5.5,1.1,0.2,2.5,2.3,10.0,53.7,11.007879054826832
westppa01,Paul Westphal,1973,1984,193.04,88.45051215000001,33.0,1984,PHO,NBA,SG,59,2.0,14.7,2.4,5.3,0.46,0.1,0.4,0.269,2.3,4.9,0.477,0.471,2.0,2.4,0.824,0.1,0.6,0.7,2.5,0.7,0.1,1.3,1.2,7.0,50.0,6.56316906148203
whatlen01,Ennis Whatley,1984,1997,190.5,80.28584949,24.0,1987,WSB,NBA,PG,73,72.0,24.9,3.4,7.1,0.478,0.0,0.0,0.0,3.4,7.0,0.48,0.478,1.7,2.3,0.764,0.8,1.9,2.7,5.4,1.3,0.1,1.9,2.4,8.5,51.2,11.01727925236045
